시점,행정구역(시군구)별,성별,계,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
2021,전국,계,51333252.5,3175015,3529975,3162503.5,3590685.5,2881870,2075136.5,1597970,2022853.5,1163257.5,859596,603274.5,205711,44029,6581.5
2021,전국,여자,25744150.5,1520708.5,1665041.5,1515957,1753789.5,1490906.5,1104706.5,909528,1343569.5,723885.5,619684,419029,159253.5,35840,5561.5
2021,서울특별시,계,9453878,613102.5,819668.5,725415,718262.5,535174,392366.5,293549.5,319793.5,189601,130192.5,90257.5,31768.5,7074.5,1092
2021,서울특별시,여자,4860124,321343,419394.5,363209.5,358714.5,284667,211888,161783,200762,111090,89672,59591,23666.5,5538,876.5
2021,종로구,계,142767,10138,12777,10079.5,9334.5,8217.5,6154.5,5312,6652,3857.5,2794.5,1903,687.5,178.5,25.5
2021,종로구,여자,73381,5466,6286.5,5008.5,4733,4161,3341.5,3029,4080,2270,1810,1179,491,122,18
2021,중구,계,120430.5,7453,10855,10133,9599,7434,5538.5,4506,5391.5,3082,2309.5,1564.5,600.5,128,16.5
2021,중구,여자,61692,4060.5,5641.5,5104.5,4782,3781,2950,2559,3499,1881.5,1617.5,1075.5,435.5,95.5,11
2021,용산구,계,218385.5,13372.5,19392.5,19090.5,18157.5,11517.5,8474.5,6996.5,9182,5247.5,3934.5,2691.5,978.5,229.5,35
2021,용산구,여자,112961,7135,10116,9590.5,9131.5,6012,4643,4055.5,5901.5,3218.5,2683,1780,711.5,163,28.5
2021,성동구,계,285433,18971.5,25038.5,23300.5,24135.5,15018,11061.5,8808.5,9658,5846.5,3811.5,2708.5,888,183,32
2021,성동구,여자,146219.5,9837.5,12449.5,12131,11983.5,7886,6011,5012,6177,3553,2624,1800.5,661,138.5,24
2021,광진구,계,338990.5,25465.5,36556.5,29111,25785.5,17790.5,12406.5,9354.5,10184.5,6184.5,4000,2802.5,940,218.5,39
2021,광진구,여자,175473,13911.5,19052,14672,13019.5,9361,6682,5085.5,6323.5,3571,2752.5,1871.5,682.5,169.5,29
2021,동대문구,계,335066,25728.5,30246.5,24434.5,24729,20119,15043,12184,12974,7883,5091,3663,1125.5,252.5,50
2021,동대문구,여자,169451.5,13965.5,14422.5,11853,11978.5,10501,8129.5,6798.5,8053.5,4614.5,3439,2387,825,188,39
2021,중랑구,계,386616.5,22747,32116.5,28921.5,28201.5,24826,17719,13192.5,13559,8299.5,5259.5,3718,1235.5,268,38
2021,중랑구,여자,195827.5,11431.5,16349,14171.5,13536,12917,9511.5,7286,8548,4836,3712,2494,964,220.5,33.5
2021,성북구,계,427809,31778,34135.5,28261.5,30360.5,23579.5,17792,14546.5,16276.5,9843,6433.5,4504.5,1572.5,319,37.5
2021,성북구,여자,221509.5,17322,16961,14103.5,15279,12618,9971,8272,10257.5,5869.5,4388,2917,1179.5,259.5,32
2021,강북구,계,299248.5,18944.5,22769.5,18435.5,19124.5,20093.5,16109.5,13136,13198,8269.5,4928.5,3524.5,1116.5,256,31.5
2021,강북구,여자,153520,10018,11264,8821.5,9043,10866,9116,7515.5,8121.5,4856,3265.5,2232,814,194.5,25
2021,도봉구,계,317794.5,19698,22525.5,19125.5,20631.5,21344.5,15286.5,11992,13526,8076.5,5449.5,3804.5,1321.5,277,46.5
2021,도봉구,여자,163023.5,9769.5,11001.5,9357.5,10066,11132.5,8129,6625.5,8491.5,4732,3759.5,2550,959.5,215,35
2021,노원구,계,512274.5,36469.5,34759.5,30261.5,33180,29398,20927,16104,19267,11134,8133,5625.5,2017,424,66.5
2021,노원구,여자,265322.5,17941.5,16804,15081,16753,15734,11565.5,9404,12773,6964,5809,3908.5,1507.5,335,58
2021,은평구,계,469876.5,28797.5,36972.5,32718.5,34484.5,27746,21268.5,16748,18074,11170.5,6903.5,4940.5,1586.5,335.5,41
2021,은평구,여자,244713.5,14836.5,19407,16810,17258,15143,11853.5,9481,11089,6475.5,4613.5,3172.5,1152.5,255.5,33
2021,서대문구,계,303144.5,22016.5,27188.5,22025,22199.5,16229,12588,10625.5,12716,7626,5090,3601,1183,258,48
2021,서대문구,여자,158096,12051.5,13683.5,11139,11176.5,8700.5,7166,6143.5,8023,4593.5,3429.5,2331.5,853,205,40
2021,마포구,계,364219.5,25137.5,35948.5,32081.5,31351.5,16602.5,12602,10636,12533.5,7384.5,5149,3613.5,1248,242.5,45
2021,마포구,여자,192845.5,14119.5,19531.5,17255.5,16185,9004,7289.5,6181.5,7891.5,4412,3479.5,2366.5,894,183.5,35.5
2021,양천구,계,446398,28005.5,30273,26288.5,29964.5,24911.5,17071.5,11432,12545.5,7256,5289.5,3618.5,1330.5,298.5,42
2021,양천구,여자,227587.5,13533,15117,13128.5,15379.5,12979.5,8837,6261,8241,4422,3819,2547,998,240.5,33.5
2021,강서구,계,571614,33285,52651,50085.5,47718.5,33054,23137,15540,17422,9914,7508,5047.5,1961,440,59.5
2021,강서구,여자,296224,17664.5,28697,25146,23193.5,17833,12176.5,8400,11468,6063,5405,3494,1520.5,346.5,44
2021,구로구,계,396843,22731,31627,30701.5,31015,24637.5,18496,13064.5,13181,8061.5,5119.5,3643,1179,264.5,33
2021,구로구,여자,201221,11610.5,16081,15248.5,15001,13185.5,9629,6962.5,8109,4622,3487,2363.5,889,207.5,27
2021,금천구,계,228299.5,13939,23063,19268,16474,13952.5,10242.5,7482.5,7420.5,4528,2892.5,2050.5,672.5,144,25.5
2021,금천구,여자,113048.5,7229,11325,8580.5,7370,7271.5,5372,4052.5,4605.5,2612,1993.5,1357,508.5,108,20
2021,영등포구,계,372443.5,21604.5,36988.5,36157.5,32640,19979.5,15128,11305.5,12758.5,7555,5203.5,3751.5,1151.5,265,35.5
2021,영등포구,여자,188591.5,11578.5,19682.5,17929.5,15627,10371.5,8060.5,6233,7811.5,4353.5,3458,2391.5,832.5,204.5,29.5
2021,동작구,계,383557.5,27026.5,38411,31814,29247,21316,16586,12508,13660.5,8145.5,5515,3833.5,1322.5,311,48
2021,동작구,여자,198039,14409.5,19440.5,15733.5,14450,11564,9272.5,6842,8405.5,4678.5,3727,2477.5,970.5,243.5,35.5
2021,관악구,계,484197.5,38357.5,69784,49204,36193,26013.5,20696,15694,14986.5,9492,5494.5,3889.5,1290,268,47
2021,관악구,여자,241252,21393,34181,21791,16366,14064.5,11218.5,8539,9062,5334.5,3727.5,2487.5,973,226,41
2021,서초구,계,411435,24217.5,28875.5,28859.5,31740.5,20667,15465.5,10827.5,11375,6419,4956,3266.5,1319,326.5,44
2021,서초구,여자,214644,12385,15221,15483.5,17241,11216,8365,5611.5,6739,3443,3296,2042.5,966,252.5,35
2021,강남구,계,525570,32124,39405,38219.5,40130,26629.5,19793.5,13595,14010,7912.5,6097.5,3937,1666.5,421.5,72.5
2021,강남구,여자,274009,16531.5,20862,20348.5,22008.5,14641,10663.5,6964,8460,4271.5,4188.5,2525.5,1269.5,333,60.5
2021,송파구,계,655395,39031.5,52702.5,52858,54844,36588,24311,15820.5,16734.5,9301,7433.5,4971.5,1937,454.5,70.5
2021,송파구,여자,339325,20121,27971.5,27604.5,28543,19205.5,12395.5,8154.5,10560.5,5304,5256.5,3361,1463,375,57.5
2021,강동구,계,456069,26063,34606,33979.5,37021.5,27509.5,18468.5,12138,12507.5,7112,5395.5,3583.5,1438.5,311,62.5
2021,강동구,여자,232146.5,13021.5,17846.5,17116.5,18610.5,14518,9539,6314.5,8070.5,4139,3931.5,2478.5,1145.5,256,51.5
2021,부산광역시,계,3343353,199596,222307,191592.5,217818,235574,170916,122161,133307.5,81184,52123.5,37302,12110.5,2380,331
2021,부산광역시,여자,1707065,96863,105806.5,92809,106978.5,124718,92383,68383,87503.5,49839.5,37664,25916.5,9485,1979.5,283
2021,중구,계,40174.5,2460.5,3272.5,2308.5,2113,3586.5,2758.5,2161,2383.5,1429.5,954,635.5,256,54.5,8
2021,중구,여자,20554,1324,1608,1053.5,977.5,1889,1559,1236.5,1571.5,890,681.5,435.5,193,46.5,6.5
2021,서구,계,105119,6441,6783,5111.5,5635.5,8653.5,6849,5284,6153,3751.5,2401.5,1710,551,122.5,18
2021,서구,여자,54215.5,3400.5,3364,2460,2770,4644,3750,3068.5,4028,2311,1717,1160.5,448.5,95,13
2021,동구,계,86919.5,4468.5,5854.5,5150,5139.5,7287.5,5880.5,4652.5,5265,3226,2039,1485.5,467.5,75.5,10.5
2021,동구,여자,44336,2230.5,2884.5,2461,2368,3947,3255.5,2727,3535.5,2065,1470.5,1047.5,360,55.5,7.5
2021,영도구,계,110597.5,5777.5,5888.5,4719.5,5578.5,10192.5,8116.5,6286.5,6669.5,4180.5,2489,1793,561.5,115,19.5
2021,영도구,여자,56105.5,2652,2622.5,2121.5,2619.5,5401.5,4473,3636,4444.5,2638.5,1806,1241,450,97,18
2021,부산진구,계,353065,22790.5,28931.5,23737.5,23411.5,24582.5,18103.5,13266,14617.5,9102,5515.5,4057,1223.5,211,24
2021,부산진구,여자,182778.5,11851.5,14675,11714,11388.5,13007,9876,7570.5,9563.5,5683,3880.5,2730.5,955,173,22
2021,동래구,계,266721.5,15438.5,16402,14699,17467.5,18361,13247,9117,9554,5803.5,3750.5,2678.5,884,166,22
2021,동래구,여자,136992,7374.5,7852,7195,8809,9929,7112,4954,6092.5,3411.5,2681,1844.5,680,136,20.5
2021,남구,계,262756.5,17748,16828.5,13177.5,15833.5,18432.5,14186,10607,10814,6740.5,4073.5,2951,924.5,172,26
2021,남구,여자,134255.5,8630,7711,6289,7828,9960.5,7796.5,5913.5,6848,3967,2881,1992.5,723,143.5,22
2021,북구,계,282095.5,17413.5,19123.5,16241,17170,19373.5,12850,8795.5,9562.5,5722,3840.5,2782,858.5,177.5,22.5
2021,북구,여자,142729,8048,8866,7804,8224.5,9915.5,6825.5,4898.5,6465,3583,2882,2017.5,689,155.5,20
2021,해운대구,계,395843,23600.5,24152.5,20622.5,24957,25219,17820,12892.5,15003,8944,6059,4323,1414.5,287,34.5
2021,해운대구,여자,205379.5,11123,11641.5,10407.5,12888.5,13357,9763,7346.5,9923.5,5568.5,4355,2993,1098,236.5,27.5
2021,사하구,계,306714.5,19092.5,19810,16431.5,19280.5,22663,15694,10734.5,11290,6890,4400,3061,1085,229.5,24.5
2021,사하구,여자,154135.5,8998,9044.5,7585,9209.5,11718,8359,5903,7549.5,4289.5,3260,2168.5,874,196,21.5
2021,금정구,계,228594,16326.5,16248.5,11929,12597.5,17327.5,12606,9057.5,10172.5,6047.5,4125,2960,948,190.5,26.5
2021,금정구,여자,116902,7964.5,7055,5548,6159.5,9321.5,6785.5,5001.5,6629,3662.5,2966.5,2062,728.5,152.5,23.5
2021,강서구,계,139803,5065,7363,10983,16028,6882.5,4234.5,2747.5,3183.5,1835.5,1348,895.5,371.5,69,12
2021,강서구,여자,67502.5,2303.5,3393,5485,7776,3351.5,2032.5,1443,2178.5,1159.5,1019,649.5,301.5,58,10
2021,연제구,계,206609,11837,13610,12554,14039,14730.5,10684.5,7558.5,8005,4978,3027,2178,703.5,120.5,25
2021,연제구,여자,107135,5705,6854.5,6260,6976,7901,5779.5,4144.5,5047,2911.5,2135.5,1472,545,98,20.5
2021,수영구,계,174401,9933.5,14022.5,11797,11719,13046,10007,7026,7819.5,4748,3071.5,2183.5,748,125,15
2021,수영구,여자,92057,5177.5,7189.5,5928,5883,7194.5,5554,3857.5,4931.5,2786.5,2145,1485.5,546.5,102,11
2021,사상구,계,208781,13008,15235,12131,12431,15491,10577,6738,6714.5,4239,2475.5,1831,518,110,16.5
2021,사상구,여자,103536,6226,6936,5500,5839,7931,5586,3740.5,4572,2675,1897,1357.5,426.5,98,15
2021,기장군,계,175158.5,8195,8781.5,10000,14417,9745,7302,5237,6100.5,3546.5,2554,1777.5,595.5,154.5,26.5
2021,기장군,여자,88451.5,3854.5,4109.5,4997.5,7262,5250,3876,2942,4124,2237.5,1886.5,1259,466.5,136.5,24.5
2021,대구광역시,계,2387449.5,154960.5,159379.5,135086,152897.5,140803,101436,74089,89333,53237.5,36095.5,26425,7948.5,1517.5,204.5
2021,대구광역시,여자,1210901,73080.5,73648,62426,75208.5,75246.5,55624,43037,59259,33467.5,25791.5,18165,6205.5,1241,180
2021,중구,계,74482.5,4904,6659,5165.5,5397,4535,3873.5,3168,3828.5,2268.5,1560,1099,370.5,74,16.5
2021,중구,여자,38681,2674,3364.5,2492,2612,2513.5,2237.5,1836,2485.5,1405.5,1080,727.5,279,60.5,13
2021,동구,계,339327.5,18850.5,22113.5,20514.5,22756,23141.5,17379,12937,14971.5,9068,5903.5,4382,1228,259,34.5
2021,동구,여자,172447,8815.5,10306,9446,10916.5,12566,9583,7505.5,9837,5661.5,4175.5,2982,952.5,214.5,26.5
2021,서구,계,166014,9351,11351,8404,8516,13808,9919.5,7191.5,7823,4899.5,2923.5,2181.5,611.5,114,16.5
2021,서구,여자,83033.5,4332.5,5011,3481.5,3834.5,7544.5,5428.5,4195,5241.5,3095.5,2146,1523,508.5,98.5,16
2021,남구,계,143176,8958,11042,8319.5,8439,10825,8355,6517.5,8280.5,4845.5,3435,2503,778,140.5,13.5
2021,남구,여자,74381,4654.5,5363,3808.5,4099.5,5913,4706,3842,5424,3020.5,2403.5,1672,600,118,13.5
2021,북구,계,436565.5,31594.5,29827.5,25094,27977,22666,16376.5,12139,14053,8535,5518,4063,1207.5,219,28.5
2021,북구,여자,219449,14802,13390,11604,13601.5,11988,9044.5,7164.5,9364.5,5364.5,4000,2836,953.5,183,27.5
2021,수성구,계,418302,29041,24966,18872.5,23069.5,22492,16456,12324,16117,9203.5,6913.5,5000.5,1564,304.5,44.5
2021,수성구,여자,216014,13425,11622,9074,12360.5,12073,9165,7086.5,10472.5,5659,4813.5,3345,1192,237,39.5
2021,달서구,계,549418.5,38880,38139,30669.5,33782,30728,20545,14081.5,16954,10143,6811,4992.5,1506,278.5,34
2021,달서구,여자,278713.5,18371,17700,13978,16741.5,16205.5,11056.5,8119.5,11400.5,6459,4941.5,3508.5,1178.5,224.5,30
2021,달성군,계,260163.5,13381.5,15281.5,18046.5,22961,12607.5,8531.5,5730.5,7305.5,4274.5,3031,2203.5,683,128,16.5
2021,달성군,여자,128182,6006,6891.5,8542,11042.5,6443,4403,3288,5033.5,2802,2231.5,1571,541.5,105,14
2021,인천광역시,계,2921874.5,181250.5,213285.5,188363,212511,150082.5,101665,75214,92134.5,52019,40115.5,27501.5,9983.5,2292.5,338
2021,인천광역시,여자,1459762,87362.5,101533,90286.5,103200.5,76878,53499,42572,62011,32660,29351,19364,7832.5,1876.5,278
2021,중구,계,140192,7383,11568.5,10319,11169.5,7057,5259,3950,4484.5,2530.5,1954,1323,488,124.5,18.5
2021,중구,여자,67413,3751.5,5519.5,4578.5,5223.5,3605,2799.5,2153,2955,1535.5,1419.5,932,378,95.5,14
2021,동구,계,61143,3220.5,3250.5,2968,3748,4494,3597.5,2910.5,3298.5,1921.5,1377,950,346,73.5,7.5
2021,동구,여자,30300.5,1495,1458,1352,1766.5,2365.5,1990,1640,2208.5,1186,1022.5,692.5,265.5,58,6.5
2021,미추홀구,계,401435,25689,31089.5,26466.5,28700.5,23713,17502.5,13402,15203,8879,6324,4346,1562.5,369.5,46
2021,미추홀구,여자,199452.5,12381,14496,12123.5,13370.5,12533,9349,7540,9974.5,5418,4556.5,3015,1202.5,300,39
2021,연수구,계,386114,24820.5,26470,25658.5,31183,14820,9057.5,6568.5,8774.5,4751.5,4023,2676.5,1056,254,36.5
2021,연수구,여자,194403,11936.5,12731,12955,15912.5,7320,4752.5,3655.5,6031.5,3050.5,2981,1925,817,209.5,29.5
2021,남동구,계,518174.5,32010,37575.5,32617,37575.5,27052,18030,12887.5,14993.5,8571,6422.5,4351,1642,364.5,65
2021,남동구,여자,261030.5,15660,18005,15678,18372.5,14128,9532.5,7382,10181,5406.5,4774.5,3099.5,1308,311,56
2021,부평구,계,486168.5,30582,37805,32434,33681.5,26625.5,17947.5,13213,16252.5,9275,6977.5,4878,1682,359,58.5
2021,부평구,여자,246232.5,14926,18352.5,15665,16324,13904.5,9539.5,7530,11037,5956.5,5080.5,3394,1338.5,297,51
2021,계양구,계,293888,19883.5,23232,18638,18992,14809.5,8949,6609.5,8682.5,4878,3804.5,2635,941.5,204.5,23.5
2021,계양구,여자,147537.5,9420.5,11076.5,8892.5,9083,7282.5,4609.5,3913.5,6007.5,3183,2824.5,1906.5,737.5,162,18.5
2021,서구,계,545467.5,33632.5,38462.5,35946.5,43719.5,23108.5,14591.5,10066,12400.5,6900.5,5500,3737,1402,307,54
2021,서구,여자,270188.5,16287.5,18455.5,17630.5,21379,11610.5,7545.5,5686.5,8544.5,4429.5,4115,2686.5,1129,258,41.5
2021,강화군,계,69012,2661.5,2561.5,2392.5,2817.5,6568.5,5383.5,4594.5,6631.5,3604.5,3027,2167.5,670.5,174,15
2021,강화군,여자,34470.5,1159,1075,1090,1396.5,3280,2728,2529.5,4143,2075,2068,1415,505.5,135.5,12
2021,옹진군,계,20280,1368,1270.5,923,924,1834.5,1347,1012.5,1413.5,707.5,706,437.5,193,62,13.5
2021,옹진군,여자,8733.5,345.5,364,321.5,372.5,849,653,542,928.5,419.5,509,298,151,50,10
2021,광주광역시,계,1438867.5,104947,102510,82893.5,99750,67587.5,53680,39836,46996,27387.5,19608.5,13590.5,4838.5,1022,157.5
2021,광주광역시,여자,727426.5,50314,48854.5,40143,49213,35860.5,29416,22591,31151,16957,14194,9440.5,3745.5,865,143
2021,동구,계,101912,7244.5,7552,6374.5,6938.5,6510,5596.5,4531,5436.5,3234.5,2202,1541,531,114,16
2021,동구,여자,51582,3505,3708.5,3109.5,3300.5,3506.5,3114.5,2522,3262.5,1832,1430.5,954,373,91.5,12
2021,서구,계,292542,22406.5,22445.5,16619,19021,14185,11138,8152,9510.5,5523.5,3987,2759.5,977,211,39.5
2021,서구,여자,149242.5,10878,10987,8023,9551,7557,6108,4606.5,6234.5,3391.5,2843,1885,735,186.5,36.5
2021,남구,계,214013.5,14167.5,13522.5,10955.5,14289,12092.5,10015,7410.5,8650.5,5026.5,3624,2497,907,196.5,23.5
2021,남구,여자,111134,6899.5,6569.5,5387,7339.5,6565,5551,4099,5638,3033.5,2604.5,1716.5,705,162,21
2021,북구,계,426847.5,30500.5,31172.5,25528.5,29258,22004.5,17159,12474.5,14271.5,8340,5931.5,4128.5,1457,297,49
2021,북구,여자,215165.5,14568,14651.5,12284.5,14021.5,11628.5,9275,7081,9474.5,5144,4330.5,2888,1146,250.5,46
2021,광산구,계,403552.5,30628,27817.5,23416,30243.5,12795.5,9771.5,7268,9127,5263,3864,2664.5,966.5,203.5,29.5
2021,광산구,여자,200302.5,14463.5,12938,11339,15000.5,6603.5,5367.5,4282.5,6541.5,3556,2985.5,1997,786.5,174.5,27.5
2021,대전광역시,계,1449628,101762,108506.5,91557.5,99181.5,75561,52329.5,39039.5,47662,27309.5,20352.5,14336.5,4855,1011.5,149.5
2021,대전광역시,여자,726818,49545.5,50558,42597,48460,39213.5,27780.5,22003.5,31292,16789,14503,9843.5,3709.5,823,127
2021,동구,계,220907,15740,14272.5,11705,13639,14281.5,10629.5,8412.5,9686,5770,3916,2774,928.5,184,29.5
2021,동구,여자,109747,7690,6499.5,5192,6456.5,7435,5771,4706,6339,3596,2743,1877.5,695,146,24.5
2021,중구,계,231184.5,14820.5,15570,12048.5,13285,14935,11507.5,8913.5,10707.5,6253.5,4454,3159,1037,226.5,31.5
2021,중구,여자,117336.5,7243.5,7632.5,5714.5,6567.5,7975.5,6226,5033.5,6833.5,3757.5,3076,2082.5,782,186.5,25
2021,서구,계,473012,34406,38790,31505,33405,22835.5,15310,10830,13370.5,7516,5854.5,4114.5,1389.5,304,46.5
2021,서구,여자,240594,17161,18736,15142.5,16581.5,11866,8079,6081.5,8748.5,4562.5,4186,2833,1067,245.5,40.5
2021,유성구,계,349837.5,24530,27896.5,26610.5,28615.5,13365,7973,5617,7700,4151.5,3548.5,2435.5,907,185,21
2021,유성구,여자,173187.5,11841,12457.5,12288,14100.5,6696.5,4067.5,3189,5257.5,2624.5,2633,1763.5,703,148.5,18
2021,대덕구,계,174687,12265.5,11977.5,9688.5,10237,10144,6909.5,5266.5,6198,3618.5,2579.5,1853.5,593,112,21
2021,대덕구,여자,85953,5610,5232.5,4260,4754,5240.5,3637,2993.5,4113.5,2248.5,1865,1287,462.5,96.5,19
2021,울산광역시,계,1124040.5,68209.5,72507.5,67193,80447.5,59572,37324.5,23993,26451.5,15530.5,10921,7758,2537.5,566.5,59
2021,울산광역시,여자,546867,30047.5,31448.5,30569.5,38628.5,29866.5,18830.5,13278,18127,9839.5,8287.5,5652,2081.5,498.5,55.5
2021,중구,계,214155.5,12465,13482,11705.5,13908,13506,8716.5,5789,5912.5,3633,2279.5,1646,527.5,96,10
2021,중구,여자,105809,5474,5966,5436.5,6752.5,7039,4561.5,3244,3946.5,2253.5,1693,1166.5,429.5,88,9
2021,남구,계,315242,21217.5,23237.5,20099,21177.5,16873.5,10383,6325.5,6468,3932.5,2535.5,1851,553,121.5,10
2021,남구,여자,154620.5,9527.5,10141.5,9074.5,10177,8495,5277,3476.5,4324.5,2437,1887.5,1319.5,452,106,10
2021,동구,계,154745,8235.5,8946,9138,12934,9127.5,5477,3058,2900.5,1717.5,1183,821.5,275.5,77.5,8.5
2021,동구,여자,73967.5,3694.5,3824,3970.5,5972,4496.5,2602.5,1577.5,1996,1069,927,617,233.5,69,7.5
2021,북구,계,218391,12962,14001,14822,18632.5,7610.5,4587,3043,3577,2029,1548,1083.5,360,91,13.5
2021,북구,여자,105350,5541,6078.5,6870.5,9152,3708,2373,1682,2568.5,1349,1219.5,823,304,79.5,13
2021,울주군,계,221507,13329.5,12841,11428.5,13795.5,12454.5,8161,5777.5,7593.5,4218.5,3375,2356,821.5,180.5,17
2021,울주군,여자,107120,5810.5,5438.5,5217.5,6575,6128,4016.5,3298,5291.5,2731,2560.5,1726,662.5,156,16
2021,세종특별자치시,계,362921.5,17277.5,20660.5,26499,34974,12917.5,8464,6049,8542,4523.5,4018.5,2772,1024,197,25.5
2021,세종특별자치시,여자,181787,8219.5,10357.5,13573.5,17896,6595.5,4373,3436.5,5792,2839,2953,1967.5,803,161.5,21
2021,세종시,계,362921.5,17277.5,20660.5,26499,34974,12917.5,8464,6049,8542,4523.5,4018.5,2772,1024,197,25.5
2021,세종시,여자,181787,8219.5,10357.5,13573.5,17896,6595.5,4373,3436.5,5792,2839,2953,1967.5,803,161.5,21
2021,경기도,계,13398945,844832,951087,875551.5,1016947.5,634106.5,430717.5,332442,411757,236029,175728,122155,42636.5,9483.5,1453
2021,경기도,여자,6658835,404853.5,444911,419488.5,495750,324418,228646,187341.5,268668.5,144270.5,124398,83226,32436,7554.5,1181.5
2021,수원시,계,1177307.5,84197,100678.5,86391.5,90475.5,48249,32092,24164.5,29664,16836.5,12827.5,8830.5,3175,707,115
2021,수원시,여자,585032.5,40679.5,47020.5,40563.5,44029.5,25100,17212,13860,19764,10504,9260,6146.5,2441,573.5,99
2021,장안구,계,271954,21838.5,21778.5,15840.5,16825,12497.5,8725.5,6956,8971,4983.5,3987.5,2708.5,1032,215.5,31.5
2021,장안구,여자,135113,10051,9706,7270,8267,6486,4743,4020,5890.5,3043.5,2847,1869,778.5,171,28.5
2021,권선구,계,364387,23693.5,29839.5,26967.5,30028,15914.5,10179.5,7258,8888.5,5074,3814.5,2640,925,210.5,39
2021,권선구,여자,180528,11487.5,14110,12756.5,14335,8185.5,5368,4071.5,5978,3205.5,2772.5,1851.5,715,172.5,33.5
2021,팔달구,계,176275.5,12505.5,16992.5,13434.5,12135,9560.5,6646.5,5144.5,5786.5,3425.5,2361,1667,543.5,130.5,20
2021,팔달구,여자,87607.5,6315.5,7972.5,6063.5,5618.5,5086,3614,2931.5,3784.5,2116,1668.5,1139.5,407.5,104.5,17
